Route ID,Timepoint Stop Name,Timepoint Stop Latitude,Timepoint Stop Longitude,Timepoint Stop Georeference
SIM25,CRAIG AV/HYLAN BL,40.502981,-74.25147,POINT (-74.25147 40.502981)
M4,BROADWAY/W 133 ST,40.818441,-73.956514,POINT (-73.956514 40.818441)
SIM4,ELTINGVILLE/TRANSIT CENTER,40.560388,-74.171241,POINT (-74.171241 40.560388)
QM24,ELIOT AV/85 ST,40.728012,-73.872979,POINT (-73.872979 40.728012)
X68,QUEENS BL/78 AV,40.714599,-73.832013,POINT (-73.832013 40.714599)
BXM7,5 AV/W 85 ST,40.78078,-73.961086,POINT (-73.961086 40.78078)
Q38,PENELOPE AV/DRY HARBOR RD,40.720118,-73.873307,POINT (-73.873307 40.720118)
M8,E 10 ST/AV D,40.725082,-73.975456,POINT (-73.975456 40.725082)
S52,CEBRA AV/VICTORY BL,40.633974,-74.085579,POINT (-74.085579 40.633974)
M1,5 AV/W 135 ST,40.812365,-73.938045,POINT (-73.938045 40.812365)
BM3,MADISON AV / E 48 ST,40.756697,-73.976284,POINT (-73.976284 40.756697)
BX16,WEBSTER AV/E 240 ST,40.900752,-73.861803,POINT (-73.861803 40.900752)
SIM3,VICTORY BL/SLOSSON AV,40.613549,-74.117328,POINT (-74.117328 40.613549)
B44+,WASHINGTON PLZ/WASHINGTON PLZ,40.709278,-73.959521,POINT (-73.959521 40.709278)
S81,BAY ST/VICTORY BL,40.637518,-74.076201,POINT (-74.076201 40.637518)
QM40,3 AV/E 38 ST,40.748139,-73.976244,POINT (-73.976244 40.748139)
SIM4C,MADISON AV/E 41 ST,40.752028,-73.979748,POINT (-73.979748 40.752028)
BX13,179 ST/BROADWAY,40.848902,-73.936861,POINT (-73.936861 40.848902)
Q113,GUY R BREWER BL /FARMERS BLVD,40.66411,-73.768713,POINT (-73.768713 40.66411)
X28,E 23 ST/BROADWAY,40.741142,-73.98879,POINT (-73.98879 40.741142)
S76,MILL RD/DEWITT AV,40.553871,-74.117176,POINT (-74.117176 40.553871)
Q19,ASTORIA BL/102 ST,40.761531,-73.867386,POINT (-73.867386 40.761531)
S84,ST GEORGE FERRY/S74 & S84,40.643408,-74.073581,POINT (-74.073581 40.643408)
M50,12 AV/42 ST,40.762148,-74.00144,POINT (-74.00144 40.762148)
B14,PITKIN AV/SARATOGA AV,40.668716,-73.916831,POINT (-73.916831 40.668716)
BX12,E FORDHAM RD/ELM PLACE,40.861917,-73.893921,POINT (-73.893921 40.861917)
S66,PORT RICHMOND AV/HARRISON AV,40.636595,-74.134223,POINT (-74.134223 40.636595)
B41,FLATBUSH AV/CHURCH AV,40.650948,-73.958772,POINT (-73.958772 40.650948)
SIM31,S GANNON AV/BRADLEY AV,40.607694,-74.131704,POINT (-74.131704 40.607694)
SIM4C,BROADWAY/WORTH ST,40.716249,-74.004629,POINT (-74.004629 40.716249)
M3,4 AV/E 10 ST,40.731354,-73.990292,POINT (-73.990292 40.731354)
BXM9,5 AV/W 51 ST,40.759315,-73.976742,POINT (-73.976742 40.759315)
B67,7 AV/UNION ST,40.674188,-73.975723,POINT (-73.975723 40.674188)
Q56,JAMAICA AV/106 ST,40.695302,-73.84158,POINT (-73.84158 40.695302)
B14,EASTERN PY/UTICA AV,40.668537,-73.931235,POINT (-73.931235 40.668537)
Q114,ROCKAWAY TPK /5 TOWNS SHOPPING CTR,40.635902,-73.740004,POINT (-73.740004 40.635902)
M8,W 8 ST/AV OF THE AMERICAS,40.733369,-73.999159,POINT (-73.999159 40.733369)
B62,GOLD ST/YORK ST,40.701066,-73.982897,POINT (-73.982897 40.701066)
B103,4 AV/PACIFIC ST,40.68363,-73.979103,POINT (-73.979103 40.68363)
SIM9,WEST ST/CARLISLE ST,40.709633,-74.014694,POINT (-74.014694 40.709633)
B69,FLUSHING AV / CLERMONT AV,40.69781,-73.970924,POINT (-73.970924 40.69781)
B11,49 ST/NEW UTRECHT AV,40.636566,-73.994628,POINT (-73.994628 40.636566)
Q85,MERRICK BL/BAISLEY BL,40.683763,-73.77001,POINT (-73.77001 40.683763)
B69,MC DONALD AV/CHURCH AV,40.643391,-73.979491,POINT (-73.979491 40.643391)
Q111,GUY R BREWER BL /FARMERS BL,40.66397,-73.768465,POINT (-73.768465 40.66397)
M9,PARK ROW/BEEKMAN ST,40.711756,-74.007362,POINT (-74.007362 40.711756)
M96,W 96 ST/WEST END AV,40.794933,-73.972689,POINT (-73.972689 40.794933)
B68,CONEY ISLAND AV/AV J,40.625066,-73.9651,POINT (-73.9651 40.625066)
Q20B,MAIN ST/39 AV,40.760394,-73.830658,POINT (-73.830658 40.760394)
M100,W 125 ST/ST NICHOLAS AV,40.811005,-73.953007,POINT (-73.953007 40.811005)
B13,COOPER AV/CYPRESS HILL ST,40.698714,-73.88835,POINT (-73.88835 40.698714)
M15,2 AV/E 50 ST,40.754623,-73.968787,POINT (-73.968787 40.754623)
SIM33,RION AV /HENNING ST,40.611366,-74.117159,POINT (-74.117159 40.611366)
BX27,MORRISON AV/WESTCHESTER AV,40.829097,-73.87457,POINT (-73.87457 40.829097)
M125,E 125 ST/2 AV,40.802793,-73.933781,POINT (-73.933781 40.802793)
SIM30,FOREST AV/RICHMOND AV,40.625216,-74.148988,POINT (-74.148988 40.625216)
BM3,CHURCH AV / E 7 ST,40.645523,-73.973344,POINT (-73.973344 40.645523)
SIM4,RICHMOND AV/LAMBERTS LA,40.614569,-74.157657,POINT (-74.157657 40.614569)
Q17,HORACE HARDING EXP/KISSENA BL,40.738522,-73.814522,POINT (-73.814522 40.738522)
B49,ROGERS AV/CHURCH AV,40.651173,-73.95244,POINT (-73.95244 40.651173)
M12,8 AV/W 12 ST,40.737903,-74.004356,POINT (-74.004356 40.737903)
Q113,GUY R BREWER BL /FARMERS BL,40.66397,-73.768465,POINT (-73.768465 40.66397)
B98,JACKSON AV/45 AV,40.746648,-73.943655,POINT (-73.943655 40.746648)
B69,7 AV/9 ST,40.667271,-73.981178,POINT (-73.981178 40.667271)
SIM35,NARROWS RD S/FINGERBOARD RD,40.603427,-74.068996,POINT (-74.068996 40.603427)
Q21,B. 104TH ST / ROCKAWAY FREEWAY,40.584578,-73.825816,POINT (-73.825816 40.584578)
Q85,ARCHER AV / PARSONS BL,40.702178,-73.800622,POINT (-73.800622 40.702178)
QM15,WOODHAVEN BL /ALDERTON ST,40.728011,-73.870817,POINT (-73.870817 40.728011)
Q55,MYRTLE AV/WOODHAVEN BL N,40.70257,-73.855571,POINT (-73.855571 40.70257)
B69,MC DONALD AV/CORTELYOU RD,40.63816,-73.978939,POINT (-73.978939 40.63816)
SIM25,ROSSVILLE AV/WOODROW RD,40.541806,-74.208114,POINT (-74.208114 40.541806)
Q20A,UNION ST/BAYSIDE AV,40.770004,-73.826504,POINT (-73.826504 40.770004)
B13,GATEWAY CTR TERM/GATEWAY DR,40.652689,-73.876868,POINT (-73.876868 40.652689)
BX18A,W TREMONT AV/UNIVERSITY AV,40.850906,-73.915779,POINT (-73.915779 40.850906)
B46,UTICA AV/AV N,40.619894,-73.926824,POINT (-73.926824 40.619894)
Q53+,CROSS BAY BLVD/W 18 RD,40.600206,-73.82068,POINT (-73.82068 40.600206)
B46,UTICA AV/EASTERN PY,40.667945,-73.931297,POINT (-73.931297 40.667945)
Q24,ATLANTIC AV/WOODHAVEN BL,40.688241,-73.848006,POINT (-73.848006 40.688241)
QM3,NORTHERN BL/PARSONS BL,40.764601,-73.823156,POINT (-73.823156 40.764601)
BX41,WEBSTER AV/E 180 ST,40.851452,-73.898563,POINT (-73.898563 40.851452)
BXM6,3 AV/E 86 ST,40.779238,-73.953585,POINT (-73.953585 40.779238)
Q69,ASTORIA BL/82 ST,40.765317,-73.887672,POINT (-73.887672 40.765317)
BX19,RIVERBANK/STATE PARK,40.826647,-73.955503,POINT (-73.955503 40.826647)
BXM11,MADISON AV/E 99 ST,40.789292,-73.952573,POINT (-73.952573 40.789292)
Q58,CORONA AV/JUNCTION BL,40.742172,-73.867254,POINT (-73.867254 40.742172)
Q38,63 DR/QUEENS BL,40.729832,-73.862428,POINT (-73.862428 40.729832)
S92,VICTORY BL/PERRY AV,40.612471,-74.129835,POINT (-74.129835 40.612471)
S61,FOREST HILL RD/ROCKLAND AV,40.589154,-74.145849,POINT (-74.145849 40.589154)
M22,WORTH ST/MOTT ST,40.713757,-73.999037,POINT (-73.999037 40.713757)
BX8,TIERNEY PL/LONGSTREET AV,40.813727,-73.802571,POINT (-73.802571 40.813727)
S96,VICTORY BL / BAY ST,40.637675,-74.076194,POINT (-74.076194 40.637675)
Q77,HILLSIDE AV/FRANCIS LEWIS BL,40.720728,-73.760265,POINT (-73.760265 40.720728)
M125,WILLIS AV/E 138 ST,40.809254,-73.922909,POINT (-73.922909 40.809254)
QM15,157 AV/CROSS BAY BL,40.662472,-73.84091,POINT (-73.84091 40.662472)
Q22,BEACH 169 ST/ROCKAWAY POINT BL,40.567359,-73.882701,POINT (-73.882701 40.567359)
M1,5 AV/W 23 ST,40.74124,-73.990062,POINT (-73.990062 40.74124)
S79+,LINDBERGH AV/CLAWSON ST,40.5681,-74.115438,POINT (-74.115438 40.5681)
BX32,MORRIS AV/E 161 ST,40.825859,-73.918203,POINT (-73.918203 40.825859)
Q11,PITKIN AV /CROSS BAY BL,40.672151,-73.842884,POINT (-73.842884 40.672151)
Q37,ROCKAWAY BL/98 ST,40.680081,-73.840756,POINT (-73.840756 40.680081)
QM35,3 AV/E 55 ST,40.759026,-73.968297,POINT (-73.968297 40.759026)
QM12,METROPOLITAN AV/71 RD,40.710439,-73.850053,POINT (-73.850053 40.710439)
Q41,ROCKAWAY BL/102 ST,40.67967,-73.837674,POINT (-73.837674 40.67967)
B16,NARROWS AV/86 ST,40.62521,-74.039086,POINT (-74.039086 40.62521)
Q32,ROOSEVELT AV/61 ST,40.745562,-73.903548,POINT (-73.903548 40.745562)
Q31,47 AV/FRANCIS LEWIS BL,40.753354,-73.779988,POINT (-73.779988 40.753354)
X63,MERRICK BL/224 ST,40.678094,-73.745933,POINT (-73.745933 40.678094)
S56,WOODROW RD/VINELAND AV,40.543643,-74.196718,POINT (-74.196718 40.543643)
BX29,BRUCKNER BL/WILKINSON AV,40.852103,-73.827134,POINT (-73.827134 40.852103)
M23+,AV C/E 20 ST,40.732795,-73.974542,POINT (-73.974542 40.732795)
Q34,KISSENA BL/JEWEL AV,40.732447,-73.814763,POINT (-73.814763 40.732447)
BXM18,HENRY HUDSON PKY W/W 239 ST,40.889717,-73.909022,POINT (-73.909022 40.889717)
B24,METROPOLITAN AV/GRAHAM AV,40.714465,-73.944549,POINT (-73.944549 40.714465)
BM2,E 105 ST / AV J,40.645725,-73.892783,POINT (-73.892783 40.645725)
M104,BROADWAY/W 106 ST,40.800986,-73.96811,POINT (-73.96811 40.800986)
Q7,ROCKAWAY BL/LEFFERTS BL,40.676043,-73.819312,POINT (-73.819312 40.676043)
M106,5 AV/W 98 ST,40.789185,-73.95499,POINT (-73.95499 40.789185)
Q31,47 AV/FRANCIS LEWIS BL,40.753312,-73.780993,POINT (-73.780993 40.753312)
M55,BROADWAY/W HOUSTON ST,40.725123,-73.997139,POINT (-73.997139 40.725123)
M4,CATHEDRAL PY/MANHATTAN AV,40.801047,-73.959575,POINT (-73.959575 40.801047)
SIM3,5 AV/W 40 ST,40.752548,-73.981679,POINT (-73.981679 40.752548)
B43,TOMPKINS AV/FULTON ST,40.680153,-73.943352,POINT (-73.943352 40.680153)
Q112,LIBERTY AV /LEFFERTS BL,40.68626,-73.823975,POINT (-73.823975 40.68626)
M31,YORK AV/E 66 ST,40.763333,-73.95624,POINT (-73.95624 40.763333)
Q15,41 AV/PARSONS BL,40.760478,-73.822005,POINT (-73.822005 40.760478)
BX35,W FARMS RD/JENNINGS ST,40.831191,-73.885302,POINT (-73.885302 40.831191)
B6,BAY PY/60 ST,40.616625,-73.978441,POINT (-73.978441 40.616625)
B82+,CROPSEY AV/BAY 37 ST,40.593774,-73.994363,POINT (-73.994363 40.593774)
Q11,QUEENS BL /59 AV,40.734077,-73.871252,POINT (-73.871252 40.734077)
M57,E 57 ST/2 AV,40.75957,-73.965679,POINT (-73.965679 40.75957)
Q3,HILLSIDE AV/187 ST,40.714481,-73.775904,POINT (-73.775904 40.714481)
BX28,BAINBRIDGE AV/E 206 ST,40.874805,-73.879464,POINT (-73.879464 40.874805)
Q31,BELL BL/35 AV,40.76862,-73.773686,POINT (-73.773686 40.76862)
Q20A,MAIN ST/UNION TP,40.717771,-73.817324,POINT (-73.817324 40.717771)
BX31,EASTCHESTER RD/PELHAM PY,40.858021,-73.843296,POINT (-73.843296 40.858021)
Q3,JFK AIRPORT/TERMINAL 8,40.647042,-73.788712,POINT (-73.788712 40.647042)
M101,AMSTERDAM AV/W 161 ST,40.835536,-73.940181,POINT (-73.940181 40.835536)
M60+,E 125 ST/LEXINGTON AV,40.804584,-73.937761,POINT (-73.937761 40.804584)
S42,WESTERVELT AV/ST MARKS PL,40.646393,-74.08655,POINT (-74.08655 40.646393)
BX46,TIFFANY ST/OAK POINT AV,40.809551,-73.889931,POINT (-73.889931 40.809551)
Q85,137 AV/ FARMERS BL,40.673399,-73.764355,POINT (-73.764355 40.673399)
Q60,QUEENS BL/35 ST,40.744737,-73.929943,POINT (-73.929943 40.744737)
Q69,DITMARS BL/31 ST,40.776296,-73.9108,POINT (-73.9108 40.776296)
S53,BROADWAY/FOREST AV,40.628784,-74.116101,POINT (-74.116101 40.628784)
BX4,LANE AV/BENSON AV,40.840796,-73.84329,POINT (-73.84329 40.840796)
Q38,HORACE HARDING EXP/OTIS AV,40.736676,-73.856753,POINT (-73.856753 40.736676)
QM6,6 AV/W 37 ST,40.751378,-73.986524,POINT (-73.986524 40.751378)
B25,CADMAN PZ W/CLARK ST,40.696696,-73.991464,POINT (-73.991464 40.696696)
B48,NASSAU AV/MANHATTAN AV,40.72384,-73.950192,POINT (-73.950192 40.72384)
B70,CROPSEY AV/BKLYN CAMPUS VA,40.609103,-74.023816,POINT (-74.023816 40.609103)
M2,5 AV/W 42 ST,40.753141,-73.981216,POINT (-73.981216 40.753141)
M100,BROADWAY/RIVERSIDE DR,40.865142,-73.928072,POINT (-73.928072 40.865142)
Q21,QUEENS BL /59 AV,40.734077,-73.871252,POINT (-73.871252 40.734077)
Q29,HOFFMAN DR /WOODHAVEN BL,40.733152,-73.871078,POINT (-73.871078 40.733152)
Q17,UTOPIA PKY/59 AV,40.73994,-73.793003,POINT (-73.793003 40.73994)
Q54,GRAND ST/GRAHAM AV,40.711655,-73.943117,POINT (-73.943117 40.711655)
Q20B,PARSONS BL/14 AV,40.786623,-73.822368,POINT (-73.822368 40.786623)
M11,10 AV/WEST 16 ST,40.743645,-74.007041,POINT (-74.007041 40.743645)
SIM3C,GREENWICH ST/BATTERY PL,40.70496,-74.01482,POINT (-74.01482 40.70496)
B61,ATLANTIC AV/HICKS ST,40.691047,-73.997525,POINT (-73.997525 40.691047)
S48,FOREST AV/JEWETT AV,40.626273,-74.130921,POINT (-74.130921 40.626273)
S46,CASTLETON AV/JEWETT AV,40.63385,-74.129761,POINT (-74.129761 40.63385)
SIM34,BROADWAY/THOMAS ST,40.716,-74.004771,POINT (-74.004771 40.716)
SIM8X,LAMBERTS LA/RICHMOND AV,40.614399,-74.157786,POINT (-74.157786 40.614399)
M1,5 AV/W 55 ST,40.761751,-73.974937,POINT (-73.974937 40.761751)
B49,ROGERS AV/FOSTER AV,40.638798,-73.951109,POINT (-73.951109 40.638798)
Q27,SPRINGFIELD BL/HORACE HARDING EXP,40.748911,-73.756702,POINT (-73.756702 40.748911)
BM1,PARK ROW/SPRUCE ST,40.711867,-74.006112,POINT (-74.006112 40.711867)
QM7,FRANKFORT ST / PEARL ST,40.709519,-74.001808,POINT (-74.001808 40.709519)
M116,W 116 ST/FRED DOUGLASS BL,40.804421,-73.955141,POINT (-73.955141 40.804421)
B11,AV J/CONEY ISLAND AV,40.624846,-73.964992,POINT (-73.964992 40.624846)
BXM11,WHITE PLAINS RD/E GUN HILL RD,40.877875,-73.866663,POINT (-73.866663 40.877875)
SIM9,FR CAPODANNO BL/ATLANTIC AV,40.582944,-74.073699,POINT (-74.073699 40.582944)
B15,TROY AV/FULTON ST,40.679541,-73.934854,POINT (-73.934854 40.679541)
B36,SURF AV/W 6 ST,40.574976,-73.974593,POINT (-73.974593 40.574976)
X37,E 23 ST/PARK AV S,40.740149,-73.986247,POINT (-73.986247 40.740149)
QM5,6 AV/W 37 ST,40.751612,-73.986325,POINT (-73.986325 40.751612)
B57,FLUSHING AV/BROADWAY,40.700651,-73.942056,POINT (-73.942056 40.700651)
Q8,101 AV /LEFFERTS BL,40.689985,-73.826185,POINT (-73.826185 40.689985)
SIM25,E 57 ST/ LEXINGTON AV,40.760812,-73.968693,POINT (-73.968693 40.760812)
Q11,HOFFMAN DR /WOODHAVEN BL,40.733152,-73.871078,POINT (-73.871078 40.733152)
M116,PLEASANT AV/E 120 ST,40.797246,-73.931695,POINT (-73.931695 40.797246)
X28,TRINITY PL/RECTOR ST,40.707875,-74.012754,POINT (-74.012754 40.707875)
BM5,ASHFORD ST /COZINE AV,40.658518,-73.877596,POINT (-73.877596 40.658518)
Q88,HORACE HARDING EXP/108 ST,40.737604,-73.852439,POINT (-73.852439 40.737604)
B61,9 ST/5 AV,40.669432,-73.986637,POINT (-73.986637 40.669432)
Q17,HORACE HARDING EXP/UTOPIA PY,40.739005,-73.792231,POINT (-73.792231 40.739005)
BXM1,3 AV/E 33 ST,40.744963,-73.978601,POINT (-73.978601 40.744963)
M125,W 125 ST/AMSTERDAM AV,40.813693,-73.956392,POINT (-73.956392 40.813693)
BX25,BEDFORD PK BL/GRAND CONCOURSE,40.871659,-73.887532,POINT (-73.887532 40.871659)
Q92,W 34 ST/HUDSON BLVD EAST,40.755143,-74.000609,POINT (-74.000609 40.755143)
M101,3 AV/E 23 ST,40.738982,-73.983129,POINT (-73.983129 40.738982)
Q4,LINDEN BL/172 ST,40.691839,-73.778775,POINT (-73.778775 40.691839)
Q39,FOREST AV/PUTNAM AV,40.704963,-73.902075,POINT (-73.902075 40.704963)
BX16,BAYCHESTER AV/CRAWFORD AV,40.885054,-73.84039,POINT (-73.84039 40.885054)
B65,DEAN ST/FRANKLIN AV,40.677433,-73.955064,POINT (-73.955064 40.677433)
QM17,BEACH CHANNEL DR/BEACH 35 ST,40.596181,-73.767899,POINT (-73.767899 40.596181)
S62,VICTORY BL/FOREST AV,40.630439,-74.088844,POINT (-74.088844 40.630439)
B20,PENNSYLVANIA AV/SUTTER AV,40.66909,-73.895237,POINT (-73.895237 40.66909)
B46+,UTICA AV/AV N,40.619894,-73.926824,POINT (-73.926824 40.619894)
S51,BAY ST/VICTORY BL,40.637518,-74.075956,POINT (-74.075956 40.637518)
Q85,243 ST/S. CONDUIT AV,40.665081,-73.735897,POINT (-73.735897 40.665081)
BX17,E 135 ST/ST ANN'S AV,40.804901,-73.91868,POINT (-73.91868 40.804901)
B9,60 ST/FT HAMILTON PY,40.633344,-74.005865,POINT (-74.005865 40.633344)
B6,AV H / UTICA AV,40.63296,-73.928229,POINT (-73.928229 40.63296)
BX28,E GUN HILL RD/HERING AV,40.873109,-73.853148,POINT (-73.853148 40.873109)
Q32,E 59 ST/2 AV,40.760619,-73.964518,POINT (-73.964518 40.760619)
QM15,CROSS BAY BL /ROCKAWAY BL,40.680554,-73.84449,POINT (-73.84449 40.680554)
SIM26,BLOOMINGDALE RD/VETERANS RD E,40.548875,-74.220854,POINT (-74.220854 40.548875)
Q3,FARMERS BL/138 AV,40.672912,-73.764133,POINT (-73.764133 40.672912)
QM31,UNION TPK/MAIN ST,40.717653,-73.81679,POINT (-73.81679 40.717653)
Q58,FRESH POND RD/PUTNAM AV,40.706356,-73.896715,POINT (-73.896715 40.706356)
Q56,JAMAICA AV/HERKIMER ST,40.677432,-73.900799,POINT (-73.900799 40.677432)
QM1,UNION TPK/MAIN ST,40.717653,-73.81679,POINT (-73.81679 40.717653)
B9,AV M/E 18 ST,40.618347,-73.957575,POINT (-73.957575 40.618347)
QM8,188 ST/64 AV,40.73877,-73.785974,POINT (-73.785974 40.73877)
M20,8 AV/W 40 ST,40.756419,-73.99026,POINT (-73.99026 40.756419)
S61,VICTORY BL/PERRY AV,40.612471,-74.129835,POINT (-74.129835 40.612471)
BX20,W 231 ST/CORLEAR AV,40.880164,-73.907304,POINT (-73.907304 40.880164)
BM2,E 57 ST / 2 AV,40.759729,-73.966051,POINT (-73.966051 40.759729)
B47,AV U/E 54 ST,40.611007,-73.920407,POINT (-73.920407 40.611007)
B84,SEAVIEW AV/ERSKINE ST,40.653293,-73.86626,POINT (-73.86626 40.653293)
Q59,QUEENS BL/62 DR,40.731228,-73.864594,POINT (-73.864594 40.731228)
S94,HENDERSON AV/LAFAYETTE AV,40.64065,-74.095176,POINT (-74.095176 40.64065)
Q36,HILLSIDE AV/179 ST SUBWAY,40.712541,-73.784401,POINT (-73.784401 40.712541)
SIM30,W 42 ST/8 AV,40.757575,-73.990464,POINT (-73.990464 40.757575)
BX38,BAY PZ/BARTOW AV,40.866772,-73.825071,POINT (-73.825071 40.866772)
BM1,PEARL ST / PECK SLIP,40.708585,-74.003017,POINT (-74.003017 40.708585)
B35,39 ST/8 AV,40.647018,-73.996987,POINT (-73.996987 40.647018)
Q85,243 ST/HUXLEY ST,40.657586,-73.741503,POINT (-73.741503 40.657586)
B52,CADMAN PZ W/TILLARY ST,40.695988,-73.991009,POINT (-73.991009 40.695988)
Q5,LIBERTY AV/MERRICK BL,40.70237,-73.791688,POINT (-73.791688 40.70237)
B35,CHURCH AV/KINGS HY,40.652581,-73.923403,POINT (-73.923403 40.652581)
M79+,E 79 ST/5 AV,40.776768,-73.963421,POINT (-73.963421 40.776768)
S46,MAPLE PY/WALLOON ST,40.632724,-74.156614,POINT (-74.156614 40.632724)
Q41,109 AV/LEFFERTS BLV,40.682204,-73.822262,POINT (-73.822262 40.682204)
BX10,RIVERDALE AV/W 263 ST,40.912363,-73.902699,POINT (-73.902699 40.912363)
BX39,WHITE PLAINS RD/WESTCHESTER AV,40.833064,-73.862876,POINT (-73.862876 40.833064)
QM24,FRESH POND RD/METROPOLITAN AV,40.712523,-73.900714,POINT (-73.900714 40.712523)
SIM26,E 57 ST/ LEXINGTON AV,40.760812,-73.968693,POINT (-73.968693 40.760812)
X64,E 23 ST / 1 AV,40.73705,-73.978653,POINT (-73.978653 40.73705)
M12,11 AV/W 42 ST,40.760639,-73.998508,POINT (-73.998508 40.760639)
S98,HOLLAND AV/BENJAMIN PL,40.639326,-74.17119,POINT (-74.17119 40.639326)
Q1,HILLSIDE AV/SPRINGFIELD BL,40.729615,-73.744606,POINT (-73.744606 40.729615)
Q15A,41 AV/PARSONS BL,40.760478,-73.822005,POINT (-73.822005 40.760478)
BX34,VAN CORTLANDT PK E/E 242 ST,40.902449,-73.868204,POINT (-73.868204 40.902449)
Q12,SANFORD AV/165 ST,40.760049,-73.802136,POINT (-73.802136 40.760049)
S59,HYLAN BL/PAGE AV,40.507871,-74.229898,POINT (-74.229898 40.507871)
M14D+,E 14 ST/4 AV,40.734417,-73.989702,POINT (-73.989702 40.734417)
BXM8,BRUCKNER BL/WHITE PLAINS RD,40.825615,-73.859129,POINT (-73.859129 40.825615)
M14A+,E 14 ST/4 AV,40.734417,-73.989702,POINT (-73.989702 40.734417)
BXM8,2 AV/E 121 ST,40.800382,-73.935453,POINT (-73.935453 40.800382)
QM44,3 AV/E 39 ST,40.749101,-73.975585,POINT (-73.975585 40.749101)
B47,RALPH AV/FULTON ST,40.678743,-73.921588,POINT (-73.921588 40.678743)
BX31,EASTCHESTER RD/PELHAM PY,40.85784,-73.843611,POINT (-73.843611 40.85784)
Q53+,ROOSEVELT AV/61 ST,40.745673,-73.90211,POINT (-73.90211 40.745673)
M21,EAST HOUSTON ST/1 AV,40.723164,-73.988978,POINT (-73.988978 40.723164)
B3,AV U/OCEAN AV,40.599393,-73.95062,POINT (-73.95062 40.599393)
S66,PARK AV/RICHMOND TE,40.639846,-74.130695,POINT (-74.130695 40.639846)
B8,18 AV/86 ST,40.607419,-74.002553,POINT (-74.002553 40.607419)
BX31,E 229 ST/SCHIEFFELIN AV,40.884696,-73.842912,POINT (-73.842912 40.884696)
X64,QUEENS BL/78 AV,40.714599,-73.832013,POINT (-73.832013 40.714599)
Q10,LEFFERTS BL /115 AVE,40.676855,-73.819636,POINT (-73.819636 40.676855)
QM12,E 57 ST/LEXINGTON AV,40.76053,-73.968299,POINT (-73.968299 40.76053)
S74,NEW DORP LA / MILL RD,40.569096,-74.106898,POINT (-74.106898 40.569096)
S44,YUKON AV/KMART DWY,40.575645,-74.16715,POINT (-74.16715 40.575645)
Q2,HILLSIDE AV/169 ST,40.71071,-73.793147,POINT (-73.793147 40.71071)
B84,ASHFORD ST /COZINE AV,40.658518,-73.877596,POINT (-73.877596 40.658518)
QM16,CROSS BAY BL/NOEL RD,40.607873,-73.819479,POINT (-73.819479 40.607873)
Q9,LINCOLN ST /ROCKAWAY BL,40.67515,-73.807355,POINT (-73.807355 40.67515)
Q84,120 AV/SPRINGFIELD BL,40.691437,-73.746655,POINT (-73.746655 40.691437)
S46,SOUTH AV/GOETHALS RD N,40.621644,-74.16832,POINT (-74.16832 40.621644)
Q41,160 AV/92 ST,40.657355,-73.840284,POINT (-73.840284 40.657355)
B20,POSTAL FACILITY RD/BROOKLYN MAIL FACILITY,40.664826,-73.863321,POINT (-73.863321 40.664826)
BXM10,3 AV/E 120 ST,40.800675,-73.937943,POINT (-73.937943 40.800675)
B45,FLATBUSH AV/ATLANTIC AV,40.684771,-73.977818,POINT (-73.977818 40.684771)
Q88,UTOPIA PKY/59 AV,40.73994,-73.793003,POINT (-73.793003 40.73994)
QM15,WOODHAVEN BL /JAMAICA AV,40.693649,-73.851946,POINT (-73.851946 40.693649)
BX46,VIELE AV/CASANOVA ST,40.806177,-73.887932,POINT (-73.887932 40.806177)
SIM26,W 42 ST/8 AV,40.757575,-73.990464,POINT (-73.990464 40.757575)
QM4,69 RD/QUEENS BL,40.723573,-73.84798,POINT (-73.84798 40.723573)
B69,VANDERBILT AV/FULTON ST,40.683907,-73.96808,POINT (-73.96808 40.683907)
B35,HEGEMAN AV/WATKINS ST,40.656666,-73.904999,POINT (-73.904999 40.656666)
Q8,ERSKINE ST /GATEWAY PL,40.653684,-73.867107,POINT (-73.867107 40.653684)
Q6,EASTERN RD/BLDG 77 HALMAR,40.652639,-73.76537,POINT (-73.76537 40.652639)
SIM7,ELTINGVILLE/TRANSIT CENTER,40.560594,-74.171242,POINT (-74.171242 40.560594)
Q21,WOODHAVEN BL /METROPOLITAN AV,40.71208,-73.859508,POINT (-73.859508 40.71208)
X64,FARMERS BL/113 RD,40.699096,-73.762805,POINT (-73.762805 40.699096)
Q25,SUTPHIN BL/94 AV,40.69914,-73.807077,POINT (-73.807077 40.69914)
SIM1C,CHURCH ST /WORTH ST,40.716991,-74.006211,POINT (-74.006211 40.716991)
S51,BAY ST/WATER ST,40.627083,-74.075818,POINT (-74.075818 40.627083)
S57,NEW DORP LA/NEW DORP PZ,40.574146,-74.116555,POINT (-74.116555 40.574146)
BM4,CORTELYOU RD / STRATFORD ROAD,40.63986,-73.967717,POINT (-73.967717 40.63986)
X27,MADISON AV /E 42 ST,40.75297,-73.979002,POINT (-73.979002 40.75297)
SIM25,W 42 ST/8 AV,40.757575,-73.990464,POINT (-73.990464 40.757575)
Q7,LIBERTY AV/95 ST,40.680362,-73.84404,POINT (-73.84404 40.680362)
Q39,FOREST AV/67 AV,40.704709,-73.901843,POINT (-73.901843 40.704709)
